Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0006911~phagocytosis, engulfment	4	5.555555555555555	7.815246712056245E-5	ITGAM, TREM2, CD36, FCGR2B	69	24	19478	47.048309178743956	0.0626633455204404	0.037308545021684375	0.03667772421213898
GOTERM_BP_DIRECT	GO:0048245~eosinophil chemotaxis	4	5.555555555555555	1.252375667218974E-4	CCL13, CCL8, CCL7, CCL2	69	28	19478	40.32712215320911	0.09850717844524337	0.037308545021684375	0.03667772421213898
GOTERM_BP_DIRECT	GO:0007155~cell adhesion	10	13.88888888888889	1.35175887759726E-4	SRPX, COL15A1, ITGAM, GPNMB, COL6A2, SPP1, CYP1B1, CCL2, CD36, ITGA5	69	559	19478	5.049907961940319	0.10589601885843147	0.037308545021684375	0.03667772421213898
GOTERM_BP_DIRECT	GO:0006910~phagocytosis, recognition	3	4.166666666666666	3.3173045745772786E-4	COLEC12, TREM2, CD36	69	8	19478	105.8586956521739	0.24021394166586785	0.06866820469374967	0.06750714809264761
GOTERM_BP_DIRECT	GO:0032760~positive regulation of tumor necrosis factor production	5	6.944444444444445	6.355213558542894E-4	CYBB, LPL, LY96, CD36, FCGR2B	69	112	19478	12.602225672877847	0.40925980636297876	0.0945715688783563	0.09297253268959182
GOTERM_BP_DIRECT	GO:0006954~inflammatory response	8	11.11111111111111	7.601820719233386E-4	CCL13, CCL8, CCL7, CYBB, CCL2, LY96, PTX3, FCGR2B	69	432	19478	5.227589908749329	0.4672324774847849	0.0945715688783563	0.09297253268959182
GOTERM_BP_DIRECT	GO:0045087~innate immune response	9	12.5	8.084169419520346E-4	COLEC12, ITGAM, C7, CLEC5A, RNASE6, CYBB, LY96, PPARG, PTX3	69	570	19478	4.45720823798627	0.4881071425101493	0.0945715688783563	0.09297253268959182
GOTERM_BP_DIRECT	GO:0060100~positive regulation of phagocytosis, engulfment	3	4.166666666666666	9.137349650082734E-4	TREM2, PPARG, CD36	69	13	19478	65.1438127090301	0.5308901964005521	0.0945715688783563	0.09297253268959182
GOTERM_BP_DIRECT	GO:0007584~response to nutrient	4	5.555555555555555	0.001150337114764249	SFRP2, CYBB, CYP1B1, PPARG	69	59	19478	19.138295259150087	0.6144280210429325	0.10510090108395592	0.10332383270814025
GOTERM_BP_DIRECT	GO:0061844~antimicrobial humoral immune response mediated by antimicrobial peptide	5	6.944444444444445	0.0012751561542746336	CCL13, CCL8, CCL7, RNASE6, CCL2	69	135	19478	10.455179817498658	0.6523305274842979	0.10510090108395592	0.10332383270814025
